,name,status
9897,طلال إبراهيم ندرة,1
9179,رحاب مبخوت معاد,1
7398,نصاحة مزهر حسين,1
12738,ضاوي عبدالكريم مخلص,1
23195,رفيع رشوان جروان,0
33485,باهر مهيبة سكين,0
12018,طريف هلال ورد,1
994,غيد ممدوح ساجع,1
31564,ناشئة رصينة ناجحة,0
7021,قابوس عبدالحميد جميل,1
7201,عارف مغيث كاظم,1
33759,إسراء فخرية ولهانة,0
27950,مخلد ديم مبروذ,0
36907,نشأت شريفة سميحة,0
11631,غسان عقلة أسلم,1
3394,شجاع ثنيان فاروق,1
3285,رافقة وسيم منعم,1
2398,عيدة أزهر أرغد,1
3800,جمعان ماضي شعيب,1
6520,نوف نسيب عقاب,1
18808,فصيحة غيلان شمس الدين,1
13519,مرتضى مرداس شديد,1
20234,مهيب ذكية رجب,0
22404,بشيرة أميرة أنارات,0
20379,أوصال راضي فيضي,0
36193,مشعل رافية عبير,0
4917,رائف عقل وفيق,1
9437,نشوة شادي نوري,1
4810,راتب تميم منظور,1
31498,ساهدة بشيرة أنوار,0
27912,مشتاق رسمية أماني,0
1655,أعسر جندل كرم,1
36065,جميل سناء ذكية,0
34858,كطاب ذقلة صفية,0
37052,رحمة بآار عكرمة,0
34234,لجينة رهام إقبال,0
17426,مدركة سحيم عبدالنور,1
1602,عمرو سامح سيد,1
34789,شديد لهيفة نضال,0
28296,مهيب نهال انسجام,0
12484,نرجس عدلي مرتجى,1
8085,فادية زفر رامي,1
29788,جعفر فائق فرحان,0
28180,غطاس نوال نظيرة,0
31395,فكرية كاسر لونيا,0
21304,تماضر عتابة بسمة,0
17155,نصرت نورس حاشد,1
308,صابرة مصطفى مقرن,1
7327,الريم أنعم عكاشة,1
7784,عنتر نذير راغد,1
2538,مسفر عوني نورس,1
5053,ناجحة عبد الحسين برهان,1
3303,ابتسام داود نصيف,1
2509,رشيقة صمصام طاهر,1
6459,أطياف ياسر وهاب,1
36249,شاكر عائشك ضير,0
26604,كافي فريدة ميساء,0
17535,أوسال طلال عمران,1
34690,رجتهاد حارث نصيف,0
4364,حفصة شريح حجر,1
27808,اتتهال عائشة ذاركة,0
14649,نهال معاوية صمصام,1
25888,عبيإ ةيمونة عابد,0
5015,رمزي نظيف منيب,1
2492,رافقة فارس سهل,1
20157,فاطجة زاهي عبيد,0
8306,مرح كعب حميد,1
17626,بسيمة سيف نجاد,1
31584,ماهة ربعة ازدهار,0
35879,شكور إكليل نبيلة,0
3343,سطام مشعل عطا,1
23933,مسلم ميمونة مهيبة,0
15427,وفيقة جريج منتصر,1
4930,هناء ضاوي جدعان,1
29524,غيداء بادرة لانا,0
21058,أروى منيبة رجيحة,0
18177,منذرة إبراهيم كهلان,1
25497,ليال غالب هوزان,0
12447,نشأت سويد غنيم,1
13823,إمام مطاع محرز,1
36384,بارية مرشدي رأيق,0
8251,ناصح عبدالرشيد نبال,1
4782,إعزاز مرداس خليفة,1
35981,آمنة أوصاف أنوس,0
15336,رضا خميس عمير,1
12293,رجيحة سمعان عثمان,1
27459,باسز ههيل راغد,0
14893,جهير باهر مالك,1
31646,ستاص قخسم رمزيد,0
15667,غزيل زغلول المثنى,1
15888,مصباح ريان غسان,1
19394,طريف خليفة نواس,1
22239,سيارة سعيدة أمورة,0
28226,أنسام حواف شتن,0
402,بدرية منيع فادي,1
24326,نسيم غلام معاوية,0
3755,رخاء موهوب شمر,1
19598,نوري مدثر عياش,1
19945,عهد معتضد حسان,1
33389,خغيجة قابس تيماء,0
15474,هائلة أبو بكر ربحي,1
3048,رابعة ضيف كرم,1
20990,اعتماد عقيل حزام,0
28141,عضاد نهلة سعجي,0
19230,باشق ركين ملهم,1
28531,عبد الحسين باسلة ذبيانة,0
26567,شفيص لءيفة كاملة,0
3279,طيب سلطان عون,1
32431,منصف عمف شيماي,0
17758,ناصحة معد غازي,1
9002,بثينة مرسي رفيع,1
23918,سؤدد بمية عدي,0
25891,نجدة منيرة باسة,0
16235,أسمر عايض باسق,1
36814,فهض صهيم انسجام,0
6891,زيدون رفاعة كاظم,1
29472,تيسير ضارعة فاتن,0
17957,بكر نشأت خضر,1
16281,ضاهر عبدربه غيث,1
20161,شعبدن امتياز دينا,0
30196,رضي علة معين,0
17106,عبدالنور أنمار أحنف,1
22556,تهامي زينب أمورة,0
33185,سيلين دعجاء عقل,0
6366,سمة شافي عروة,1
22704,أوبية مسفرة وسيمة,0
3049,تانيا زيدون فائز,1
31052,خليوي مدغد غوار,0
13052,مثابة هاجد مبخوت,1
35595,آلاء رياض فتيحة,0
3817,إقدام ربيع أنمار,1
21724,ؤنيم باسقة سارا,0
30351,يميم أدغم فاناس,0
10522,شاهرة قثم مصباح,1
19833,منير رفيع مطلب,1
14322,آمال مطاع مدرك,1
36271,مشاري صفية قنوت,0
15639,أنار مرحب عليم,1
14353,ألطاف هاشم مستور,1
28161,نقيل راىية وجدان,0
8331,راجح مدثر جمعة,1
24659,أمارة سهاد بحرية,0
34343,زيضان عبدالهادي شظر,0
27150,سعد مقبلة أزهار,0
20961,رشوان رشيقة أمانة,0
30516,مراد ميرا عبير,0
32056,صمصام أمارة غيد,0
37051,اودة أيمن عآيس,0
9648,فكرت ثابت خير,1
27332,اوتكار جيداء أفنان,0
18996,غصاب جامع سهل,1
8742,عيد غريب رؤوف,1
30772,مسلم نورس سحر,0
32275,طلال وهبة مدركة,0
5552,معروف تامر نفيس,1
25172,ليال صابرة ابتهال,0
27576,ابتهال ثناء مرمب,0
19389,فهيم صميم نايف,1
32995,نوفل إسراء سندس,0
616,مساعدة أحمد تركي,1
35374,زينب ريم رولا,0
2360,دعبل سائد نضير,1
9580,طيب نصيف نفيس,1
6325,رزينة متمم نصار,1
27003,حاتم ربى جومرية,0
14471,مرشد سيف أمير,1
10755,تيماء فاروق عبدالباسط,1
26654,إعزاز صفاء صفية,0
18490,انبساط مبشر حيدر,1
36468,بارعة ميرا ناهية,0
3471,نبيهة مطلق جبلة,1
14676,باركة حمزة عوض,1
31703,إنعام رصينة صفية,0
7603,ديم عبدالرقيب قابس,1
27779,ممال عبدالمجيد شيهانة,0
4326,ريتال وهاب صارم,1
4051,جبلة مبروك ناهل,1
25419,عبدطلكريم ةانة سعى,0
17450,وفاء رشوان ناصح,1
22517,فهيم نهلإ غنيم,0
23480,مخلد كاملة أنشودة,0
31132,عبدالشكور روما دحام,0
22229,نضال عامر ذباع,0
23835,باركة لبانة بادرة,0
22017,أماميان إهلال مرح,0
7684,قطب عقل مدرك,1
26663,محبوب صىئنة راما,0
30768,نضال هدى مجاهدة,0
24351,سلامة صبيح مسفر,0
4699,حيدر رفاعي عقبة,1
19076,محرز بسيم فرج,1
27743,فرح نجلاء وسيمة,0
29917,عبد الحسين بكري فواز,0
3122,شميم بديع نجدة,1
22285,ربعة سلمة ناصر,0
20837,جودت طيس أسصرير,0
13944,رفيع ركين مبروك,1
13511,شجاع ركان نجدة,1
22107,بشرى آمال ابتهاج,0
32207,كادي نءرس شوكت,0
26169,منذرة متيم محمد,0
10646,صادر أشجع أمين,1
25053,أنسة فهيم ساجد,0
5789,أنشودة هود أبان,1
4656,مستور جريج رافل,1
6938,سميع أدهم مسلمة,1
8675,كريم عبدالودود رامز,1
10186,سديد عدنان ظاهر,1
13611,ظبية فالح خويلد,1
9154,أنمار حسين هانئ,1
5769,ناهية أغيد أكرم,1
24289,رضوة سلامة أماني,0
24142,سفيانة نورس غيد,0
18186,بسمة مرشد ذكوان,1
5858,إعزاز نورس نافع,1
34659,لوزت بازعة صائنة,0
373,منصف عيد عثمان,1
28916,رثوف محمود نزار,0
22282,نانيا جنا نجيم,0
18420,بهاء مأمون بسيم,1
25413,زبيدة بلقيس أنوار,0
26484,نور ريا باررة,0
3711,ورد عدي لطفي,1
30993,مطاوع هيفاء رسمية,0
4911,جابر جريج زيان,1
16275,غضنفر داود سرمد,1
14196,ميرا شعبان حمدان,1
25407,ستار بكره عرتب,0
8534,نجدة معتصم مزاحم,1
31069,بديعة بكار بهقجة,0
21228,مسط مناف سعدون,0
30979,بشيرة نبيهة منيرة,0
14047,ميادة عليان كعب,1
10198,شاكرة عجرم أجيد,1
35261,أهيم أميف أشيم,0
430,أفنان جهم خلف,1
30682,ملهم رولا أهداف,0
20817,هانئ رجيحة كاظمة,0
20400,ربراهيم خزينة سيد,0
19200,بسيم هبيرة ناظم,1
15006,شوقي عبدالحكيم زاهي,1
29492,عفاا جساس عفاف,0
26471,أملة سامية ناهية,0
25526,إيناس سعدون ممدوح,0
28819,عمرو براء إهداف,0
25875,إيحاء زبير سحيم,0
36890,حاتم فاتن تميم,0
11221,أفنان توفيق شبل,1
7094,فائق توفيق ذاكر,1
10226,لبانة حزام سيار,1
18637,مسفرة مالك عثمان,1
193,سونيا نضير راشد,1
17242,ضرار إسماعيل وهبة,1
11175,معتصم شبل فتحي,1
21332,صفوان مينا نورس,0
23141,أماني فيضي ماخيا,0
17554,عقل وهبة مخلص,1
3815,وليفة بشارة بلال,1
34118,أشجان سميرة أفراح,0
34630,دانية حسنى عطاء,0
682,معطي أنمار مأمون,1
24539,ميثم خايد منيل,0
23790,اجتهاد فتيحة ميسون,0
28486,ظبية فاخح سمعون,0
3301,ممدوح ذبيان كاظم,1
672,حاشد باسم عصمت,1
1708,حصة فتوح عابد,1
18502,مفتاح حسون طريف,1
36813,عبادة نجيبة ثراء,0
33701,أمنية افتخار فادية,0
26018,فيضية أنظام انسجام,0
8119,فنن هاشم شكور,1
9104,ساهدة شفيق معتوق,1
28487,منى وفاء راتبة,0
23228,سائد فيضية رسمية,0
35097,مهيبة فهيد فرحان,0
8457,أمارة شديد نذير,1
30726,صافي شيبة مشاري,0
27965,فرحان هنادي عمابة,0
14229,أنسام مرشد إيهاب,1
22172,مطيع عايدة إهلال,0
14066,ربى مزن مقرن,1
25157,رفعة منصبر عبدرعه,0
22882,إيهاب ياسمين ابتهال,0
17350,هدير أبو بكر نوح,1
13726,عقبة فهيد رافد,1
22811,عضال ظفير قداح,0
4548,ندرة شريك سامح,1
29659,فةيج درغام فتون,0
34901,غضنفر ولهانة مغيثة,0
10436,مطير زفر جابر,1
32488,رئيف ليال غريبة,0
1074,عبد الحسين منقذ نجيب,1
7038,غيد مستور فادي,1
28192,نادية أريب أنواي,0
10306,عوف ستار نسيم,1
34245,إيناس آيات دانا,0
17964,فكرية غافر سيد,1
32409,انجرار صبيح منذر,0
14271,قنوت غافر بلال,1
9603,مطير نذير نجاد,1
3938,عيدة صمد أسد,1
35463,إنصاف حسنية مدركة,0
30168,سمية تيسير آيات,0
7704,صبيح معن صادر,1
12832,رانيا فاضل غافر,1
1239,راتب عبد الحسين نذير,1
24216,أحد أنار ريم,0
36527,رانيا مطيعة ابتسام,0
36081,ميلاد بسيمة فلوة,0
7975,ناجدة بطرس عليم,1
32320,صفية تيسير معطي,0
2071,نشمي عبدالله رافق,1
12973,خزامى كنان يحيى,1
36662,لينا لذة داليا,0
3222,حارث ثنيان بشار,1
12631,عقاب رسمي زبير,1
4704,انتصار سويد عبدالباسط,1
18193,فراس أويس بكر,1
16128,درغام سليم رائض,1
17502,شافي رغيد قتيبة,1
19741,نورا رافي ناشد,1
3030,أدغم ماضي عبدالجبار,1
28789,عخاء ذار بادي,0
33157,ملهم لهيفة رانيا,0
12937,ثائر كميت تامر,1
16947,ياسر راغد رغيد,1
11443,فضيل صافي كنعان,1
21392,ءبدالحكيم ضاري نلى,0
27610,رمضان أمانة أريج,0
9519,ربعة عكرمة ثائر,1
23780,بظول كنزى خبيهة,0
15878,ربيع موفق شيبان,1
26795,نصيف ساهدة مجيبة,0
2235,منال طموح هواري,1
15610,راجح ناجي لطيف,1
3396,رافل رياض هائل,1
7318,تليد عليان ناشد,1
16072,وديعة مهير فضيل,1
29094,عائشة سراج ميسوو,0
10752,عذبة أغلب شكري,1
29061,مريم عوف نبيه,0
2149,بديعة عباد حجر,1
17520,أنشودة فضل نادر,1
36898,غناء باهر عقل,0
17745,جمعان هريرة أشقر,1
24263,لطفي أنوس جميلة,0
31477,مؤيد هاجر تيماء,0
8355,هود حسن عكلة,1
9582,مجيدة فتاح راغد,1
567,منجد فائز كريم,1
26242,أليف أسمى فضل,0
30475,أسامة هدى نظيرة,0
35805,موفق منذرة رشا,0
21799,علوان مزينة فرح,0
33581,إدراك أنظار شاكرة,0
21713,حجر سهيلة تنال,0
18704,سراج شافي زايد,1
9299,ميمونة هدير حسنين,1
1953,ظعينة جناح عدي,1
22139,حمد أزهار رزان,0
18833,هادي عبدالفتاح غفار,1
26510,غيد لجىنة البندري,0
13553,جبور سميع نفيس,1
28582,كلاب آيات سيارة,0
891,ألطاف أجيد ساعد,1
14287,لمياء دهيم دحام,1
3367,شوكت بيان سهل,1
20190,ماجد معؤن أواج,0
4918,قاسط شاهر عزة,1
22693,عبير فنن عاطفة,0
33664,عنود جيهان فدون,0
5656,رجاء أكبر فيض,1
28855,ميرا حجاب إحسان,0
4896,سمعان سعدون مرتضى,1
18170,حسحاس إيهاب قتيبة,1
21718,بسيم دنيا لمى,0
6805,منصور هادي نوري,1
23981,سلمى لولوه أروى,0
12216,مسك جودة مؤيد,1
34362,يزاد ربى مقبل,0
36442,ندى أبرار ناهية,0
20078,رفعت كاملة سميحة,0
34346,دعجاء صابرة تمارة,0
5914,مهدي حنبل رشيق,1
25905,عبدالنوس أغلب نورا,0
27236,أزهار ربيح فضل,0
35109,خلدون ريا مهيبة,0
1717,سندس وديع ناهي,1
19930,حفص أنمار محرز,1
29574,أحنام لبيب خاتم,0
28099,سندس انشقار انشراح,0
15442,امتثال شديد عكرمة,1
75,كنعان أشهب كامل,1
18109,أماني غانم بشر,1
12287,عبدالقيوم منهل قادر,1
14156,عامر درغام تمام,1
4092,منيرة ضياء سامي,1
35093,حنيفة مطهر عبدالرحمن,0
29625,زيدان نوال إنصاف,0
28318,أوسال أمال مرهفة,0
35134,انتهاء بارية فكرية,0
26883,منصف ابتهال سامية,0
28699,أوصال تيمة إهلال,0
13568,سونيا حسين عياش,1
23062,مدرك سميرة مديدة,0
14034,أسرار شعيب نسيب,1
20267,بهجن مرحئ ممصوحة,0
29105,سيف حجاب انسجام,0
10161,سناء غطاس مأمون,1
15546,قتادة أرقم سهيل,1
17590,ضياء يحيى بليغ,1
14835,نادية منذر نظير,1
22537,مغيث بارزة امتياز,0
17388,بكر مجدي كمال,1
14054,بارعة شبل كمال,1
1063,منى مجير شعبان,1
35698,شهيد يارا سيارة,0
7153,ساهدة نظير أسامة,1
32379,جودة رشا لطيفة,0
36326,رافقة أمينة نوال,0
4047,زكريا سائد مزهر,1
11226,غني أكبر هدير,1
28936,بشارة رياض شارد,0
10184,هواري شاهر نوفل,1
18418,رجب شريح سهل,1
17795,جبرة نشأت ناشد,1
1288,آمنة ثابت مارسيل,1
18734,تودد مصلح أغلب,1
29601,بشار فهدة ناف,0
30556,أوصاف أسماء مزينة,0
19659,حسحاس مناف غطاس,1
27425,غيداء غصون زغجول,0
33250,إنشاد يسرا كاتيا,0
4828,منيب رضي مقرن,1
17531,أحلام رصين مظهر,1
21327,ميساء رامة إقبال,0
9124,قابوس مازن بهلول,1
817,مغيرة أشقر عدوان,1
16666,ساندرا بشار عبدالنور,1
2999,انجرار هادف حازم,1
23575,رافي ثلوان معطية,0
10165,نزيهة عياش عبدالباسط,1
14273,مجيدة دريد قابوس,1
4525,ذعار عبدالكريم قسيم,1
5313,عبدالحي مدحة شاهد,1
36417,باسلة حسنية نجيبة,0
34500,عكرمة سعدة أوصاف,0
34873,معمر رزينة عوج,0
12713,حسين ممدوح قابوس,1
11467,بلال قطب عشير,1
30731,عين كليب عايض,0
19966,حيدر هرثمة جودت,1
33671,علياء راجحة باسطة,0
16153,أشهب رشيد رزق,1
35537,إيضاح عشير فنن,0
17981,حوراء زاهد غوار,1
28647,إمام فريدة رافية,0
2995,أميمية مرحب زغلول,1
7119,سراج منذر عبدالرحمن,1
21152,إسعاد خالد خاتج,0
19635,شجاع مرشدي عبدالشكور,1
33980,معاويث خليفة تاجح,0
3991,زبيدة عمران عبادة,1
30224,ترا رراس رفع,0
33639,سالم ساهرة غريبة,0
28509,بلقيس مطاعة سمة,0
16819,باسطة غيد ذاكر,1
21418,بشر خميس غزوان,0
10075,عادل حفص نصير,1
20070,عرين سيارة شاهدة,0
30330,سطيم هديل لجين,0
739,نصار فياض غازي,1
18198,عقيل سهيل حافظ,1
3349,العنود محسن جساس,1
137,مغيرة كاظم عبدالله,1
12510,إسماعيل قيس نصرت,1
9495,هيفاء خلدون أكبر,1
27686,مدحى ناصر جواهر,0
33418,انتصار ميمونة انفصال,0
8489,سعيدة بضم السين تامر رفاعة,1
27758,شاهرة زبيدة رفيدة,0
11542,رزان فضيل مظهر,1
36916,ناصر شاهرة نجلاء,0
9766,عطا ظافر نادر,1
13317,بسيم نبيه سلطان,1
11787,وسيمة قتادة مدرك,1
24465,نجاد نورة سرمد,0
1399,ألوف حازم رشيد,1
17536,عبادة هدير راسم,1
36963,إمام لذة باركة,0
23313,غلام خلوق خلدون,0
25669,إكليل انتظار أغاريد,0
14620,وتين أيسر غزوان,1
16726,شوق سنان زاخر,1
32573,صبا بادي ةدركة,0
12562,عبدالوهاب إحسان مجاهد,1
32836,أريام عبدالحميد غشرف,0
19831,ناشئ خلدون هاشم,1
26950,مسفر كليب وشوة,0
2694,سرمد خاتم مزاحم,1
33025,فائقة راعف خاصدة,0
34176,مولود راتبة نورا,0
14168,إيهاب خلوق ناصف,1
29692,أصال كميت الجوري,0
32246,علاء أبرار كريمة,0
25713,صفا شهلاء رخاء,0
25819,قابوس فتيحة باسة,0
21165,أميمية انتهاء انبساط,0
6450,رحمة شاهر ظفار,1
22494,سؤدد أفكار دعجاء,0
7101,عجاج فتح عزيز,1
34775,إنام جميلة ساهر,0
9619,نائل مسلمة عتابة,1
27917,ديرا إىاء مسفرة,0
10608,رجب تركي كمال,1
23644,أميمل داني حمدوحة,0
25392,نعمت حجاب دانية,0
1671,سؤدد رضي علاء الدين,1
14500,بيان شكري نجيب,1
27447,راجي سطام زاهصة,0
36475,إمداد ربيع مرحب,0
5633,إخلاص عبدالنور فراس,1
28888,مرسي إصلاح إيداع,0
32269,حواس نطاد حور,0
29272,سديد رغد إخلاص,0
21091,فلزي غيداء ناهل,0
8981,صديق طاهر بليغ,1
30980,نصير غريبة بتول,0
7696,لطيف بهيس مدثر,1
26769,فريدة ناصيف اأعابدين,0
7418,فؤاد بشارة بارع,1
20625,عائذة ماريع رمضان,0
18496,بتول أوس فيض,1
3192,بشير حازم ذكوان,1
27637,سليم قنوت دنيا,0
35688,قطام بحرية إمهال,0
35222,افتخار فامحة دعجاء,0
19401,أودة ركان جبران,1
22909,أنغم عقاب راسم,0
30557,شهلاء تئلا رائض,0
27325,وسيمة سلوى عبير,0
25360,سلام هباد قطامي,0
1841,ناظم عنترة منيب,1
32717,دنيا فكري جميل,0
17329,عزب سراج وسيم,1
5110,بشيرة نوفل إياس,1
11407,آلاء شمس الدين نصرت,1
4673,راما سامح نايف,1
29457,قمر موهبة مقبلئ,0
6190,رامة خزعل ندرة,1
7380,غازي حيدر فراج,1
11951,غطاس هائل نذير,1
26773,نآري ناصيف مشثف,0
5252,ريما جرير عبدالصمد,1
30446,ضيف ككظمة حسنين,0
22283,أمال بارعة عاطفة,0
7169,سمعان يحيى خالص,1
24393,رولا سلطانة باسلة,0
22080,حسنية ماهرة حسنية,0
19863,عماد جراح لقمان,1
4751,حكمت رعد أبو بكر,1
26629,كاظمة علاع منتؤى,0
30267,عبودة نشوب ابتهال,0
26056,إعزاز باسقة رولا,0
5068,صفاء ثنيان أيهم,1
8324,نزيهة عرفة عبدالغفور,1
3693,أبرار نائل سرور,1
36356,غرام حليمة فوزيح,0
15580,العنود مكين شجاع,1
31630,قيس امتياز مغيثة,0
34240,شيبان شريفة وفيقة,0
30187,جساس معينة إيماء,0
838,إهاب أنمار قطب,1
27103,إيداع أحنف رشيد,0
24758,عاطف سةمد قباب,0
2297,إنصاف باسل رحال,1
16107,انشراف سحيم منصور,1
31738,ساهر سعدة أماميان,0
33621,معاس أنوار سداد,0
21875,لطيفة رفيف بثينة,0
34521,جميلة أمرات اجتهاد,0
28527,طيب شوق فءدة,0
23080,رولا أفنان سها,0
11033,بهيجة عوض فاروق,1
21810,عاطفة مزينة أسارير,0
1930,منصفة أكبر حردان,1
6644,حمد مصطفى كمال,1
4882,رائف مسافر مطيع,1
25555,تيسير سيار أيوب,0
24922,مرحب مقبلة بتول,0
32876,مضأوي ميثاء كليب,0
10812,كثير محرز شاهر,1
22512,ذغلول مسءم أكسام,0
5403,نضال غازي إبراهيم,1
19688,عبدالحي عبدالرحمن عصمت,1
3867,ورد نظمي نواف,1
34222,رامز ولهانة حوراء,0
18746,امتثال هادف سميح,1
30350,أبشج مادن آصات,0
27903,أنور ربحي مشتاع,0
6436,سعد هود مرتضى,1
1341,باسل ضرار نواس,1
10967,حردان عماد صديق,1
20497,سؤدد عنترة سرور,0
22370,غيد هائلة سهاد,0
14691,يسرا شريك كارم,1
32663,عبدالحي جميل عاليا,0
1055,هواري رجب قادر,1
19778,عشير أيهم سديد,1
18160,مطيعة سميع تركي,1
24973,وهاب عدي نظير,0
28273,رافق حوراء سمر,0
5813,لؤلؤة حسنى باسم,1
26723,عبدت ضمعون نشوة,0
24347,غافر وديعة كبرى,0
17067,زاهد عفيف عارف,1
11106,هشيم عنبسة صفوت,1
2622,أحمد هاني ساجد,1
1727,شجاع عبدالظاهر فارس,1
30424,رمعة قادر ثابت,0
25885,ناهض انجرار صفاء,0
31861,عدكان أوو وهب,0
34214,فادي نرجس كنزس,0
1643,مظهر حسام فرناس,1
4065,مثابة مسلم مطير,1
22771,كثير هيفاء رداح,0
20245,مزتوق ميس طيو,0
23626,رعد ظايض عايدة,0
19280,امتياز فهمي كنعان,1
25646,فكرت ماهة أفراح,0
9272,ضياء رشوان نشأت,1
33939,عفان إيضاح عايدة,0
27575,إبراهيم سكامة براأ,0
30912,رهيف سصيم سبع,0
27935,شكرية عبير سمية,0
19501,منذرة إياس صافي,1
27313,قيس غتان كلال,0
18582,حسين فريز بهيس,1
2435,سهاد مصلح خباب,1
28972,ريحانة شمس الدين سحج,0
24308,سالي جمانة أميرة,0
27163,أميف فرحات عبدالرحيم,0
19770,أنس حصيف عاطف,1
7871,عبدالله مجتبى جودة,1
20908,ذاكر منعق وهب,0
29963,ورد أشجع ردى,0
23124,لميس رقية نسرين,0
8751,نهلة أكرم فادي,1
20195,ناهل ذشمي موبة,0
12699,نوال أنس فائز,1
26874,حزام فائقة سميرة,0
13482,صميم مطيع عميد,1
24792,سفيانة رابح معين,0
22530,اعتدال خزامى آمنة,0
18008,نصيف توفيق حازم,1
3737,نادية بكري شادي,1
431,ماهرة شافي حيدر,1
23706,مبروك تيمة راغبة,0
21521,ععطية ذوار بطرس,0
29174,بهاء أمونة مارسيل,0
18479,مرحب فاتك خميس,1
19571,انسجام مشتاق ضيف,1
26542,فلوة كريمة ناجحة,0
11352,مسفرة ثائر نفيس,1
32561,أطيكف متا أشلج,0
26235,راجي شارد رهام,0
22571,ركان ناهيه شداد,0
35796,رمضان بثينة مينا,0
17286,داوود شهم نادر,1
36103,مكتوم رجيحة شكرية,0
26268,فريدة رضوة أمنية,0
15110,بديع زاهد خليل,1
30306,زسن نهيان ظافرة,0
15285,ريفان وديع صائن,1
3979,عبدالرزاق جساس زغلول,1
12736,سمة فيضي كنعان,1
7141,خالص فخري خزاعي,1
19734,فتح عتاب ناصر,1
12000,رشا نجيب شيبان,1
3249,تودد عبدالرقيب مناحي,1
26214,أبرار إنشاد بارزة,0
451,إباء شديد فرحات,1
34293,ساجع أرقد خليفة,0
29115,ءانا وهيف عبدالحق,0
24154,تركي صشجان زاهي,0
5219,إمام علاء إبراهيم,1
31680,ضمد دهصم ىلدون,0
16661,جهير ظاهر صافي,1
23500,حردان مريم مناصف,0
24523,دريد فاطمة إسعاف,0
12794,مروة زبير وائل,1
1067,نظيرة ياسر مجدي,1
16633,سحر سيار مطلق,1
16008,عبلة عبودة مدحة,1
9607,طامحة نجدت غسان,1
34563,بسمة باهر نذير,0
11300,لذة غافر إياس,1
32500,عيضة منصفة ةمين,0
34922,منيد اوخضر دنان,0
4297,هرثمة فكري فصيح,1
12296,أمان رشيق عباس,1
24747,عرفة بلقيس رامة,0
11802,مرشد حماد بجير,1
29059,ركان دعجاء مناحة,0
15165,مناصف راشد غيث,1
31993,مصلح هديل عاطفة,0
17692,اجتهاد عيضة كليم,1
9584,منقذ مجيب صارم,1
8462,ناشئة جرير عليم,1
5923,جبور نشأت كليم,1
23247,سحيم مرشدو سعدع,0
27028,سميحة إمداد دانا,0
8865,منجد مودود سبع,1
34373,غير كاظمة عبودة,0
25532,تنال ياسمين ناشئة,0
2986,إدريس عنبر حزم,1
26160,أنسام سمية مدركة,0
32796,سئل منان مطلب,0
18041,عفيف رضوان غضنفر,1
25059,افتكار مغيثة نجوانة,0
27719,هدى أنس بشار,0
19183,نديم غلام قيس,1
27890,أمنية مارسيل ألوف,0
36351,منذرة وسيمة رياض,0
28622,مناحة دنيا سيارة,0
14962,غوار مرهج محبوب,1
13787,شاكر عبيدة وليد,1
20956,فرحان ميا إسراء,0
28952,عبدالباقي آلاء سنصور,0
30339,سناء عبدالخالق تمينة,0
33054,بشار أهداف سهاد,0
31829,لطفية صفية لطفية,0
34883,عزب عليان جناح,0
22028,مكتوم عز زيان,0
15101,خليل عبدالقيوم حسين,1
27795,غالي فردود ردغبة,0
33710,قسسم عقاب ملحم,0
36560,ئاجد أوصاف ربئع,0
3515,مهدي عرفة مسيب,1
31753,تولين كريش رفما,0
28666,نعمان أتهر الريط,0
2863,نادر راجح عشير,1
11079,فهد معد دعيج,1
29724,عون معطية دنيا,0
28259,نسيم أنصار غادة,0
16543,توفيق زيدان عبدالواحد,1
6372,فيضي عبدالقادر نصر,1
17552,غلا رائف هلال,1
28007,غادة جلال حغرث,0
33478,خطاب مخا جبر,0
34232,سامية باسلة خزامى,0
36918,غريب إهداف أريج,0
1740,كاتيا كمال صبيح,1
30836,مرثد طيب غانم,0
26844,ثذى فظلح شديد,0
12571,احتشام ظافر كاظم,1
16462,نجيبة مؤيد غلام,1
32791,أنوار سامي مزهر,0
20523,محسن نبهل ديم,0
3225,حسون ظافر عشير,1
26183,أماميان رجب مغيثة,0
7925,أمامة معين زفر,1
22919,فادي هيفاء امتثال,0
7889,تركي شجاع عيضة,1
29245,فوزية فصيحة ألوف,0
10801,لمعي سمير عبدالصمد,1
20872,أمير بارزة رانيا,0
21402,ريحانة رىغد عبدالسلام,0
21025,ود شمر ضاظم,0
23308,أغاريد ناصيف رشين,0
7926,مبشر ماهر فريز,1
33660,علي ضليان أسيل,0
36235,انشركف زهية فتون,0
12888,بسيم خطاب زيدان,1
3287,مظهر حمد عصمت,1
20840,هزاع يزصد مبروك,0
24463,جنيل كاظذ صفد,0
6099,عتابة فرج عدنان,1
25783,سمر ساهدة كاتيا,0
10403,جمال شهيد حسنين,1
26932,أنصار أنظام رزان,0
26701,باركة بسيمة ألطاف,0
20081,نشأت مسفب جوان,0
18852,ليث عبدالجليل بشار,1
10920,ركان طلال أنس,1
3430,سفيان عون شديد,1
7966,رافع سميع زيدان,1
34376,كاظمة أسيل رخاء,0
25466,أولياء شجاع نديم,0
20199,حسنية عطاء سبع,0
30458,منيبة أفنان مينا,0
31760,نسيب رانيا افتكار,0
11493,أحمد نبال مرحب,1
18717,ماجد رسول فرحان,1
26538,مساعد مرحب انتصار,0
13942,مرهج نعيم أنمار,1
5304,قبيصة مدحت رشيد,1
5669,ميرا راجح ناجي,1
23583,ساطع سؤجر ملهمة,0
12582,إيحاء فضل أشتر,1
